NAME,COMP,MASS,R,RUPPER,RLOWER,UR,PER,ECC,DEC,RA,DIST,PLANETDISCMETH,STAR,MSTAR,RSTAR,TEFF,DATE,MULT
,,mjupiter,rjupiter,rjupiter,rjupiter,rjupiter,day,,deg,hr,pc,,,msun,rsun,k,,
WASP-3 b,b,2.01184,1.29,0.085,0.085,0.085,1.846834,0,35.66152778,18.57545139,220,Transit,WASP-3,1.22,1.31,6400,2008,0
HD 148156 b,b,0.847612,,,,,1027,0.52,-46.31769722,16.47145833,51.5996,RV,HD 148156,1.22,0.965665,6308,2010,0
Kepler-1266 b,b,0.0206139,0.23,0.00009,0.05291,0.0265,28.474748,0,42.72808333,19.05795278,901,Transit,Kepler-1266,0.8,0.76,5044,2016,0
TrES-5 b,b,1.7781,1.209,0.021,0.021,0.021,1.4822446,0,59.44877778,20.34812528,360,Transit,TrES-5,0.893,0.866,5171,2011,0
Kepler-1306 b,b,0.014034,0.17,0.00117,0.05483,0.028,16.29595382,0,46.94586111,19.63188889,1130,Transit,Kepler-1306,0.98,0.97,5727,2016,0
Kepler-1483 b,b,0.0124263,0.136,0.00014,0.08586,0.043,9.5085156,0,42.15083333,19.69398611,1327,Transit,Kepler-1483,1.25,1.4,6337,2016,0
Kepler-645 b,b,0.0155754,0.187,0.00038,0.08062,0.0405,3.27582262,0,44.03580556,19.35485,901,Transit,Kepler-645,1.13,1.21,6170,2016,0
HD 222155 b,b,2.02633,,,,,3999,0.16,48.99681111,23.63336944,49.1,RV,HD 222155,1.13,1.67,5765,2012,0
Kepler-761 b,b,0.0150076,0.181,0.00049,0.03651,0.0185,10.12804789,0,44.14358333,19.36690556,867,Transit,Kepler-761,0.95,0.93,5706,2016,0
Kepler-1278 b,b,0.0030088,0.09,0.00045,0.03855,0.0195,3.23941344,0,42.82561111,18.86379444,743,Transit,Kepler-1278,1.11,1.16,6074,2016,0
Kepler-768 b,b,0.0132151,0.16,0.00187,0.02813,0.015,11.3910025,0,38.39347222,19.60771111,795,Transit,Kepler-768,0.82,0.78,5108,2016,0
Kepler-879 b,b,0.020474,0.229,0.00332,0.08068,0.042,33.3855938,0,50.90980556,19.72043889,772,Transit,Kepler-879,1.02,1.02,5792,2016,0
Kepler-1428 b,b,0.0121546,0.146,0.00049,0.02051,0.0105,10.67607169,0,49.59497222,19.84281667,802,Transit,Kepler-1428,1.28,1.36,6184,2016,0
Kepler-1036 b,b,0.0271261,0.269,0.00067,0.05833,0.0295,122.8808058,0,49.94577778,19.678775,507,Transit,Kepler-1036,0.95,0.89,5533,2016,0
HD 117207 b,b,1.8189,,,,,2597,0.144,-35.57082222,13.48923889,33.0469,RV,HD 117207,1.031,0.951872,5723.69,2005,0
Kepler-1140 b,b,0.0231879,0.247,0.00558,0.06742,0.0365,24.0862707,0,46.94644444,18.7796,657,Transit,Kepler-1140,0.76,0.73,4850,2016,0
Kepler-1565 b,b,0.0053608,0.106,0.00072,0.01728,0.009,1.53818844,0,40.80680556,19.86353056,657,Transit,Kepler-1565,0.76,0.73,4940,2016,0
Kepler-1645 b,b,0.0131362,0.159,0.00034,0.05566,0.028,16.1779561,0,48.41858333,19.83196389,844,Transit,Kepler-1645,1.02,1.02,5812,2016,0
Kepler-1239 b,b,0.0252452,0.259,0.00044,0.06056,0.0305,5.19104016,0,42.32011111,19.541825,2511,Transit,Kepler-1239,1.4,1.57,6564,2016,0
HD 121504 b,b,1.2223,,,,,63.330002,0.03,-56.03983889,13.95486111,45.106,RV,HD 121504,1.18,0.844267,6075,2004,0
Kepler-1089 b,b,0.0134548,0.163,0.00041,0.03859,0.0195,5.13248562,0,49.19005556,19.40618333,227,Transit,Kepler-1089,0.52,0.49,3753,2016,0
Kepler-499 b,b,0.0162741,0.194,0.00193,0.03407,0.018,5.63252845,0,43.91519444,19.67399722,523,Transit,Kepler-499,0.87,0.83,5312,2016,0
Kepler-852 b,b,0.0201979,0.227,0.00346,0.05154,0.0275,44.9309804,0,48.56069444,19.82610556,854,Transit,Kepler-852,1.19,1.16,6100,2016,0
Kepler-1354 b,b,0.0263549,0.265,0.0027,0.1513,0.077,76.613377,0,37.75905556,19.41634444,1057,Transit,Kepler-1354,1.16,1.24,6168,2016,0
Kepler-1366 b,b,0.0101747,0.128,0.00114,0.01686,0.009,2.16457097,0,41.55486111,19.00432778,395,Transit,Kepler-1366,0.62,0.6,4070,2016,0
HD 156846 b,b,11.0076,,,,,359.51001,0.8472,-19.3334,17.34288889,47.619,RV,HD 156846,1.43,1.58242,6138,2008,0
Kepler-1548 b,b,0.0214793,0.236,0.00115,0.06585,0.0335,124.828679,0,46.08066667,19.16475,1150,Transit,Kepler-1548,0.99,0.97,5706,2016,0
HAT-P-23 b,b,2.09606,1.368,0.09,0.09,0.09,1.212884,0.106,16.76213889,20.40825667,393,Transit,HAT-P-23,1.13,1.203,5905,2011,0
HD 224693 b,b,0.714594,,,,,26.73,0.05,-22.42818056,23.99826111,98.4252,RV,HD 224693,1.33,1.17028,6037,2006,0
Kepler-1401 b,b,0.0124487,0.15,0.00072,0.04828,0.0245,11.20066445,0,40.75844444,19.16440278,1242,Transit,Kepler-1401,1.07,1.1,5964,2016,0
Kepler-505 b,b,0.0208973,0.232,0.00069,0.01731,0.009,27.52197994,0,42.54263889,19.19054167,222,Transit,Kepler-505,0.55,0.53,3931,2016,0
Kepler-862 b,b,0.0165864,0.197,0.00428,0.04972,0.027,3.14866453,0,46.49275,19.85195,806,Transit,Kepler-862,0.88,0.84,5333,2016,0
Kepler-795 b,b,0.0124487,0.15,0.00041,0.02759,0.014,29.6193421,0,38.54558333,19.40126944,458,Transit,Kepler-795,0.94,0.96,5631,2016,0
Kepler-941 b,b,0.0283318,0.275,0.00063,0.08437,0.0425,17.42395198,0,47.21761111,19.62175833,1105,Transit,Kepler-941,0.89,0.86,5539,2016,0
HD 158038 b,b,1.79425,,,,,521,0.291,27.30348333,17.42927778,103.6,RV,HD 158038,1.65,5.30151,4897,2011,0
Kepler-1502 b,b,0.0302544,0.284,0.00018,0.15682,0.0785,41.7083629,0,39.31991667,19.74052778,1540,Transit,Kepler-1502,1.44,1.72,6666,2016,0
Kepler-888 b,b,0.0129801,0.157,0.00053,0.01147,0.006,70.6979061,0,49.73863889,19.70141389,413,Transit,Kepler-888,0.97,0.9,5875,2016,0
Kepler-822 b,b,0.0130579,0.158,0.00045,0.05555,0.028,3.22296927,0,39.55016667,19.485075,956,Transit,Kepler-822,1.06,1.08,5928,2016,0
Kepler-1469 b,b,0.0236826,0.25,0.0006,0.0554,0.028,21.8635301,0,39.39136111,19.58809167,1255,Transit,Kepler-1469,0.92,0.89,5507,2016,0
Kepler-1334 b,b,0.0173469,0.204,0.0007,0.0433,0.022,15.64591713,0,51.32086111,19.28743333,1047,Transit,Kepler-1334,0.94,0.91,5614,2016,0
Kepler-508 b,b,0.0121546,0.146,0.00001,0.03999,0.02,25.30889748,0,42.98141667,19.69362222,325,Transit,Kepler-508,1.16,1.25,6025,2016,0
K2-21 c,c,0.014144,0.17129,0.0481755,0.0463845,0.04728,15.5012,,-14.48888889,22.68691222,65,Transit,K2-21,0.64,0.6,4043,2015,0
Kepler-1091 b,b,0.0107116,0.13,0.00051,0.04849,0.0245,1.43474156,0,43.67075,19.98569722,915,Transit,Kepler-1091,1.01,1.03,5851,2016,0
GJ 179 b,b,0.824243,,,,,2288,0.21,6.477291667,4.868233333,12.288,RV,GJ 179,0.357,,3370,2010,0
Kepler-22 b,b,0.0183345,0.2125,0.0116071,0.0116071,0.0116071,289.8623,,47.88441667,19.28116472,190,Transit,Kepler-22,0.97,0.979,5518,2011,0
Kepler-1101 b,b,0.0192688,0.22,0.00099,0.05101,0.026,81.3151059,0,45.67125,19.63795833,897,Transit,Kepler-1101,0.94,0.91,5614,2016,0
Kepler-1369 b,b,0.0220818,0.24,0.00089,0.05811,0.0295,25.873148,0,40.93619444,19.05315,1236,Transit,Kepler-1369,0.99,0.99,5761,2016,0
Kepler-986 b,b,0.0181548,0.211,0.00069,0.04231,0.0215,56.4349938,0,42.89644444,19.5396,563,Transit,Kepler-986,0.96,0.98,5642,2016,0
HD 143361 b,b,3.03499,,,,,1086,0.18,-44.43424722,16.03068889,65.6599,RV,HD 143361,0.95,,,2009,0
Kepler-715 b,b,0.0440759,0.335,0.00079,0.11821,0.0595,10.00652995,0,43.37938889,18.90871667,1214,Transit,Kepler-715,1.04,1.04,5871,2016,0
Kepler-644 b,b,0.029598,0.281,0.00037,0.15663,0.0785,3.1739171,0,43.49313889,19.69838333,1413,Transit,Kepler-644,1.49,1.81,6747,2016,0
Kepler-1108 b,b,0.0107116,0.13,0.00066,0.02134,0.011,4.51005748,0,45.98513889,19.73615556,764,Transit,Kepler-1108,0.88,0.84,5406,2016,0
WASP-64 b,b,1.27137,1.271,0.039,0.039,0.039,1.5732918,0,-32.85838889,6.741002778,350,Transit,WASP-64,1.004,1.058,5550,2013,0
Kepler-1267 b,b,0.0271261,0.269,0.00114,0.12386,0.0625,13.0313945,0,43.44108333,19.94463611,1628,Transit,Kepler-1267,1.15,1.2,6096,2016,0
Kepler-1138 b,b,0.0125983,0.152,0.00067,0.03233,0.0165,3.17060005,0,48.30730556,19.05995,1101,Transit,Kepler-1138,0.95,0.92,5582,2016,0
HD 86081 b,b,1.49595,,,,,2.1375,0.008,-3.808463889,9.934988889,95.3289,RV,HD 86081,1.21,1.18909,6028,2006,0
WASP-74 b,b,0.95,1.56,0.06,0.06,0.06,2.13775,0,-1.075722222,20.30258889,120,Transit,WASP-74,1.48,1.64,5990,2015,0
HD 109246 b,b,0.768085,,,,,68.27,0.12,74.48966389,12.53543333,66.0502,RV,HD 109246,1.01,1.00892,5844,2010,0
WASP-68 b,b,0.957019,1.24,0.1,0.06,0.08,5.084298,0,-19.31469444,20.33971667,,Transit,WASP-68,1.24,1.69,5910,2014,0
Kepler-1631 b,b,0.00819664,0.12,0.00066,0.03034,0.0155,4.09513932,0,43.80766667,19.64217222,1190,Transit,Kepler-1631,0.97,0.95,5679,2016,0
Kepler-589 b,b,0.0172355,0.203,0.00089,0.02611,0.0135,16.54964934,0,47.75194444,18.709425,643,Transit,Kepler-589,0.88,0.83,5296,2016,0
Kepler-701 b,b,0.0241903,0.253,0.00037,0.05963,0.03,10.35533177,0,41.63327778,19.26627778,755,Transit,Kepler-701,0.88,0.84,5343,2016,0
Kepler-1300 b,b,0.00866602,0.122,0.00043,0.05457,0.0275,22.2419092,0,40.08688889,19.26886944,757,Transit,Kepler-1300,1.29,1.79,6130,2016,0
Kepler-1485 b,b,0.0109866,0.131,0.00176,0.03124,0.0165,19.9157725,0,44.73705556,19.87302778,550,Transit,Kepler-1485,1.11,1.12,6087,2016,0
Kepler-1632 b,b,0.0192688,0.22,0.00061,0.10539,0.053,448.303558,0,43.91361111,19.63299167,584,Transit,Kepler-1632,1.12,1.19,6137,2016,0
Kepler-1075 b,b,0.00991268,0.127,0.00254,0.04046,0.0215,1.52372816,0,47.46927778,19.16674444,265,Transit,Kepler-1075,0.56,0.54,3959,2016,0
K2-25 b,b,0.0355731,0.306,0.0848,0.0277,0.05625,3.484552,0.27,15.24778333,4.218223333,45.7,Transit,K2-25,0.294,0.295,3180,2016,0
Kepler-902 b,b,0.0201979,0.227,0.00069,0.04431,0.0225,40.1099547,0,46.95383333,19.31544722,904,Transit,Kepler-902,0.95,0.93,5647,2016,0
CoRoT-23 b,b,3.0853,1.05,0.13,0.13,0.13,3.6313,0.16,4.357777778,18.65217778,599.988,Transit,CoRoT-23,1.14,1.61,5900,2012,0
Kepler-1158 b,b,0.017919,0.209,0.00041,0.08159,0.041,13.5396293,0,41.57522222,19.48226389,1258,Transit,Kepler-1158,1.41,1.95,6203,2016,0
Kepler-821 b,b,0.00752338,0.117,0.00057,0.01543,0.008,1.92279873,0,39.37952778,19.04116111,619,Transit,Kepler-821,0.84,0.8,5191,2016,0
Kepler-684 b,b,0.0340314,0.3,0.00026,0.05374,0.027,6.77030201,0,38.27363889,19.39136667,1066,Transit,Kepler-684,0.89,0.86,5493,2016,0
Kepler-1082 b,b,0.00437411,0.1,0.00029,0.02771,0.014,1.5432066,0,50.59847222,19.29057778,628,Transit,Kepler-1082,1.03,1.14,5923,2016,0
Kepler-1474 b,b,0.0161718,0.193,0.00105,0.05895,0.03,36.4333452,0,45.86683333,19.64626944,1214,Transit,Kepler-1474,1.04,1.04,5870,2016,0
WASP-39 b,b,0.284338,1.27,0.04,0.04,0.04,4.055259,0,-3.444472222,14.48844667,230,Transit,WASP-39,0.93,0.895,5400,2011,0
Kepler-1463 b,b,0.0136995,0.166,0.00097,0.04503,0.023,25.15864,0,42.00691667,19.63248611,1341,Transit,Kepler-1463,0.96,0.95,5679,2016,0
Kepler-1377 b,b,0.00648186,0.112,0.00058,0.01442,0.0075,0.74092842,0,46.65169444,19.27969722,1019,Transit,Kepler-1377,0.86,0.82,5218,2016,0
Kepler-984 b,b,0.0157709,0.189,0.00047,0.02153,0.011,43.0342272,0,46.39413889,19.79725833,461,Transit,Kepler-984,0.96,0.93,5610,2016,0
HD 164509 b,b,0.480333,,,,,282.4,0.26,0.104605556,18.02534167,51.9999,RV,HD 164509,1.13,1.05601,5922,2012,0
HD 18742 b,b,2.8638,,,,,772,0.12,-20.80255,3.002963889,135,RV,HD 18742,1.73,5.60612,5016,2011,0
Kepler-636 b,b,0.0652266,0.397,0.00071,0.02329,0.012,16.08066115,0,41.09516667,19.57279167,341,Transit,Kepler-636,0.85,0.8,5203,2016,0
Kepler-745 b,b,0.0161718,0.193,0.00072,0.07128,0.036,9.93143556,0,37.05927778,19.43329444,1199,Transit,Kepler-745,1.04,1.04,5849,2016,0
Kepler-517 b,b,0.021778,0.238,0.00034,0.04866,0.0245,60.92832271,0,41.29536111,19.57835556,284,Transit,Kepler-517,0.95,0.98,5690,2016,0
WASP-80 b,b,0.551763,0.952,0.027,0.026,0.0265,3.0678504,0,-2.144194444,20.21116056,60,Transit,WASP-80,0.58,0.571,4145,2013,0
HD 167042 b,b,1.63682,,,,,420.77,0.089,54.28595278,18.175425,50.226,RV,HD 167042,1.63,4.21565,5028,2008,0
Kepler-1373 b,b,0.00485109,0.103,0.00037,0.06463,0.0325,1.29123275,0,39.24919444,19.05013611,1112,Transit,Kepler-1373,1.22,1.33,6299,2016,0
Kepler-743 b,b,0.00571923,0.108,0.00021,0.00679,0.0035,3.17926292,0,42.80644444,19.70494444,258,Transit,Kepler-743,0.94,0.85,5486,2016,0
Kepler-983 b,b,0.0181548,0.211,0.00025,0.02175,0.011,60.0855082,0,45.00816667,19.00693611,655,Transit,Kepler-983,1.13,1.08,6052,2016,0
Kepler-8 b,b,0.585742,1.419,0.056,0.058,0.057,3.52254,0,42.45105556,18.75254111,1330,Transit,Kepler-8,1.213,1.486,6213,2010,0
Kepler-1014 b,b,0.0183949,0.213,0.00002,0.04098,0.0205,16.57110363,0,44.11061111,19.00813611,672,Transit,Kepler-1014,0.88,0.84,5388,2016,0
Kepler-646 b,b,0.0147338,0.178,0.00232,0.04768,0.025,15.87364565,0,44.38708333,19.36475556,513,Transit,Kepler-646,0.93,0.91,5634,2016,0
Kepler-1272 b,b,0.0181548,0.211,0.00334,0.08766,0.0455,51.1309704,0,38.80588889,19.01465556,896,Transit,Kepler-1272,1.06,1.09,5926,2016,0
HD 114762 b,b,11.6351,,,,,83.9151,0.3354,17.51712778,13.20558333,38.6548,RV,HD 114762,0.894578,0.859205,5952.51,1989,0
HD 45652 b,b,0.468448,,,,,43.6,0.38,10.93404444,6.486963889,34.3525,RV,HD 45652,0.83,1.13465,5312,2008,0
Kepler-1244 b,b,0.00819664,0.12,0.00031,0.07769,0.039,3.70428172,0,46.51619444,18.82008056,764,Transit,Kepler-1244,1.46,1.77,6680,2016,0
Kepler-1386 b,b,0.00628541,0.111,0.00067,0.04533,0.023,6.73972381,0,42.63605556,18.72155833,838,Transit,Kepler-1386,1.02,1.03,5733,2016,0
Kepler-978 b,b,0.0267373,0.267,0,0.111,0.0555,49.6221509,0,43.04344444,19.11404722,624,Transit,Kepler-978,1.07,1.09,6002,2016,0
Kepler-1404 b,b,0.0148244,0.179,0.00052,0.03048,0.0155,15.9314739,0,50.49838889,19.73396111,946,Transit,Kepler-1404,0.84,0.8,5261,2016,0
Kepler-735 b,b,0.0259788,0.263,0.00083,0.02417,0.0125,11.51516988,0,46.17225,18.97925833,790,Transit,Kepler-735,0.85,0.8,5107,2016,0
HAT-P-14 b,b,2.23603,1.15,0.052,0.052,0.052,4.627669,0.107,38.24219444,17.34107611,204.918,Transit,HAT-P-14,1.386,1.468,6600,2010,0
Kepler-972 b,b,0.0714653,0.415,0.00105,0.23295,0.117,7.03932553,0,43.4255,19.72191389,1304,Transit,Kepler-972,1.15,1.22,6146,2016,0
Kepler-1572 b,b,0.00235177,0.084,0.00054,0.02346,0.012,5.49548621,0,46.72263889,18.79315278,600,Transit,Kepler-1572,0.97,0.95,5618,2016,0
Kepler-1363 b,b,0.00648186,0.112,0.00091,0.01409,0.0075,2.94194094,0,49.25641667,19.79976944,559,Transit,Kepler-1363,0.76,0.72,4839,2016,0
Kepler-668 b,b,0.0222358,0.241,0.00108,0.03592,0.0185,8.35390639,0,49.27736111,19.03328333,877,Transit,Kepler-668,0.87,0.82,5352,2016,0
Kepler-1013 b,b,0.0160703,0.192,0.00424,0.04576,0.025,18.93054959,0,44.43525,19.34987222,433,Transit,Kepler-1013,0.81,0.76,4954,2016,0
Kepler-796 b,b,0.00730709,0.116,0.00038,0.05162,0.026,6.40087618,0,39.14472222,19.15385833,377,Transit,Kepler-796,0.93,1.09,5475,2016,0
Kepler-1634 b,b,0.0304768,0.285,0.00398,0.09602,0.05,374.876239,0,45.13977778,19.60289444,654,Transit,Kepler-1634,0.92,0.89,5474,2016,0
HIP 105854 b,b,8.2,,,,,184.2,0.02,-37.82940278,21.43965278,80.84,RV,HIP 105854,2.1,7.73738,4780,2014,0
WASP-66 b,b,2.31346,1.39,0.09,0.09,0.09,4.086052,0,-34.98980556,10.54833361,380,Transit,WASP-66,1.3,1.75,6600,2012,0
HD 73256 b,b,1.86902,,,,,2.5485799,0.029,-30.03778611,8.606427778,37.7644,RV,HD 73256,1.05,1.21851,5636,2003,0
Kepler-1427 b,b,0.00407386,0.098,0.00085,0.03115,0.016,0.96897238,0,45.11455556,19.68997778,1220,Transit,Kepler-1427,1.01,1.01,5793,2016,0
Kepler-1274 b,b,0.00991268,0.127,0.00022,0.01778,0.009,6.98152703,0,46.44977778,18.97291389,609,Transit,Kepler-1274,1.45,2.17,6179,2016,0
Kepler-1032 b,b,0.0137822,0.167,0.00112,0.01488,0.008,3.29011795,0,40.09775,19.328725,607,Transit,Kepler-1032,0.77,0.71,4647,2016,0
6 Lyn b,b,2.20888,,,,,874.774,0.059,58.16345556,6.513094444,56.9476,RV,6 Lyn,1.82,5.49553,4978,2008,0
Kepler-1487 b,b,0.0158698,0.19,0.00009,0.11591,0.058,7.31946363,0,38.6445,19.699875,1094,Transit,Kepler-1487,1.38,1.63,6541,2016,0
HD 180314 b,b,22.6261,,,,,396.03,0.257,31.8603,19.24727222,131.406,RV,HD 180314,2.6,7.38571,4917,2010,0
HD 17092 b,b,4.96206,,,,,359.89999,0.166,49.65305556,2.772809722,108.696,RV,HD 17092,2.3,11.8,4650,2007,0
Kepler-780 b,b,0.00189081,0.079,0.00028,0.01272,0.0065,0.67737516,0,44.29255556,18.784425,520,Transit,Kepler-780,1.01,1.02,5769,2016,0
Kepler-931 b,b,0.00796813,0.119,0.00064,0.01936,0.01,8.03755877,0,42.76825,19.80884167,490,Transit,Kepler-931,0.86,0.81,5241,2016,0
Kepler-1246 b,b,0.00842926,0.121,0.00252,0.03548,0.019,11.32271513,0,48.98216667,19.17716111,435,Transit,Kepler-1246,0.73,0.69,4611,2016,0
Kepler-1169 b,b,0.00235177,0.084,0.00031,0.00969,0.005,6.11009134,0,46.49147222,19.66077222,538,Transit,Kepler-1169,1.24,1.23,6191,2016,0
Kepler-1105 b,b,0.0148244,0.179,0.0006,0.0264,0.0135,4.42157218,0,42.45494444,18.74078333,369,Transit,Kepler-1105,0.71,0.68,4299,2016,0
Kepler-93 b,b,0.00814901,0.134,0.00268,0.00268,0.00268,4.72674,0,38.67222222,19.42786111,,Transit,Kepler-93,0.91,0.92,5669,2014,0
WASP-94 A b,b,0.41865,1.72,0.06,0.05,0.055,3.9501907,0,-34.13552778,20.91887472,180,Transit,WASP-94 A,1.29,1.36,6170,2014,0
WASP-5 b,b,1.62423,1.14,0.1,0.04,0.07,1.6284229,0,-41.27713889,23.95659972,300.03,Transit,WASP-5,1.01,1.026,5880,2008,0
Kepler-78 b,b,0.00585,0.103396,0.016936,0.012478,0.014707,0.35500744,,44.44838889,19.58277472,,Transit,Kepler-78,0.81,0.74,5089,2013,0
CoRoT-2 b,b,3.27527,1.466,0.042,0.044,0.043,1.7429935,0.0143,1.383694444,19.45180444,,Transit,CoRoT-2,0.97,0.902,5625,2008,0
Kepler-447 b,b,1.37,1.65,0.2,0.18,0.19,7.79430132,0.123,48.56,19.01790556,,Transit,Kepler-447,1,1.05,5493,2010,0
Kepler-522 b,b,0.136066,0.616,0.00023,0.24177,0.121,38.58422849,0,44.06883333,19.21026667,749,Transit,Kepler-522,1.54,1.98,6392,2016,0
Kepler-1615 b,b,0.015288,0.184,0,0.095,0.0475,47.3126192,0,42.22747222,19.09061389,940,Transit,Kepler-1615,1.04,1.05,5865,2016,0
Kepler-894 b,b,0.0233514,0.248,0.00016,0.05684,0.0285,9.803224,0,46.93938889,19.24893889,1090,Transit,Kepler-894,0.87,0.85,5603,2016,0
Kepler-1609 b,b,0.0166923,0.198,0.00086,0.10814,0.0545,114.34219,0,39.66583333,19.34310278,1483,Transit,Kepler-1609,1.18,1.27,6132,2016,0
Kepler-1524 b,b,0.0383032,0.316,0.00049,0.17851,0.0895,70.9674603,0,39.51980556,19.59236111,506,Transit,Kepler-1524,1.17,1.25,6179,2016,0
Kepler-1403 b,b,0.0159697,0.191,0.00077,0.07023,0.0355,5.19492202,0,38.96011111,19.39118056,1801,Transit,Kepler-1403,1.11,1.15,6060,2016,0
Kepler-1479 b,b,0.0134548,0.163,0.00053,0.04047,0.0205,14.53261362,0,49.70666667,19.04746111,619,Transit,Kepler-1479,0.99,0.98,5796,2016,0
HD 33142 b,b,1.41137,,,,,326.6,0.12,-13.98656389,5.126541666,126,RV,HD 33142,1.62,4.29546,5049,2011,0
HAT-P-20 b,b,7.28953,0.867,0.033,0.033,0.033,2.875317,0.015,24.33647222,7.461096945,70.0001,Transit,HAT-P-20,0.756,0.694,4595,2011,0
Kepler-834 b,b,0.0149156,0.18,0.00076,0.01724,0.009,13.32388301,0,45.18036111,19.13696667,620,Transit,Kepler-834,0.7,0.66,4554,2016,0
Kepler-439 b,b,0.0168896,0.199841,0.0142744,0.0401466,0.0272105,178.1396,0,44.034,18.72010556,693,Transit,Kepler-439,0.884,0.866,5431,2010,0
Kepler-1060 b,b,0.0182743,0.212,0.00005,0.06595,0.033,46.8779367,0,39.63091667,19.06834722,861,Transit,Kepler-1060,0.99,0.99,5797,2016,0
Kepler-1150 b,b,0.00313024,0.091,0.00051,0.00949,0.005,2.78786839,0,49.53272222,19.78163333,373,Transit,Kepler-1150,0.76,0.72,4754,2016,0
CoRoT-5 b,b,0.462537,1.388,0.046,0.047,0.0465,4.0378962,0.09,0.815222222,6.751816944,,Transit,CoRoT-5,1,1.186,6100,2009,0
Kepler-1184 b,b,0.0219292,0.239,0.00303,0.07797,0.0405,53.5991044,0,46.966,19.41880278,1193,Transit,Kepler-1184,1.05,1.07,5983,2016,0
Kepler-1566 b,b,0.00123338,0.07,0.0006,0.0104,0.0055,0.53991524,0,40.57491667,18.90584167,511,Transit,Kepler-1566,0.84,0.81,5254,2016,0
Kepler-943 b,b,0.117824,0.529,0.00326,0.11374,0.0585,49.7701438,0,41.53502778,18.95159722,1239,Transit,Kepler-943,0.93,0.91,5612,2016,0
Kepler-899 b,b,0.0219292,0.239,0.00089,0.06311,0.032,19.17891293,0,40.68077778,19.83217222,1038,Transit,Kepler-899,0.93,0.91,5595,2016,0
HAT-P-35 b,b,1.05422,1.332,0.098,0.098,0.098,3.646706,0.025,4.787027778,8.216716389,535.045,Transit,HAT-P-35,1.236,1.435,6096,2012,0
HD 99109 b,b,0.504198,,,,,439.3,0.09,-1.528686111,11.40485,49.9251,RV,HD 99109,0.94,0.973205,5272.39,2006,0
Kepler-1347 b,b,0.00325512,0.092,0.00058,0.00842,0.0045,14.00947528,0,40.84386111,19.97730833,321,Transit,Kepler-1347,0.82,0.79,5193,2016,0
Kepler-649 b,b,0.017125,0.202,0.00041,0.02259,0.0115,29.90722674,0,45.07955556,19.04372778,525,Transit,Kepler-649,0.97,0.94,5871,2016,0
Kepler-778 b,b,0.0124487,0.15,0.00045,0.02055,0.0105,3.75574426,0,44.23752778,19.16516111,899,Transit,Kepler-778,0.81,0.77,5102,2016,0
Kepler-744 b,b,0.0120821,0.145,0.00042,0.01858,0.0095,12.06222443,0,47.18286111,19.76640833,486,Transit,Kepler-744,0.94,0.93,5594,2016,0
Kepler-5 b,b,2.11663,1.431,0.0465,0.0465,0.0465,3.54846,0,44.03502778,19.96046722,,Transit,Kepler-5,1.374,1.793,6297,2010,0
HD 10647 b,b,0.925037,,,,,1003,0.16,-53.740575,1.708097222,17.4338,RV,HD 10647,1.095,1.18569,6104.96,2006,0
Kepler-675 b,b,0.0190136,0.218,0.00271,0.03229,0.0175,2.33743801,0,50.23036111,19.58888889,651,Transit,Kepler-675,0.79,0.75,4945,2016,0
Kepler-600 b,b,0.0252452,0.259,0.00013,0.05387,0.027,23.67517607,0,41.97863889,18.92220278,624,Transit,Kepler-600,0.84,0.81,5279,2016,0
HATS-9 b,b,0.837,1.065,0.098,0.098,0.098,1.9153073,0,-20.16630556,19.3873,622,Transit,HATS-9,1.03,1.503,5366,2015,0
Kepler-782 b,b,0.0307009,0.286,0.00206,0.06694,0.0345,158.6853308,0,47.75944444,19.25788333,412,Transit,Kepler-782,0.98,1.01,5867,2016,0
Kepler-1407 b,b,0.0170154,0.201,0.00071,0.07529,0.038,20.0711504,0,41.47161111,18.92949444,1275,Transit,Kepler-1407,1.1,1.15,6010,2016,0
Kepler-816 b,b,0.880048,0.914,0.00105,0.10795,0.0545,10.50682565,0,39.21244444,19.55752222,1059,Transit,Kepler-816,0.9,0.85,5286,2016,0
Kepler-1205 b,b,0.00965491,0.126,0.00052,0.01648,0.0085,1.07839035,0,41.51505556,19.35198056,766,Transit,Kepler-1205,0.84,0.81,5226,2016,0
Kepler-1585 b,b,0.0132151,0.16,0.00093,0.03507,0.018,3.5827463,0,44.56311111,19.74393333,1269,Transit,Kepler-1585,0.94,0.91,5538,2016,0
Kepler-621 b,b,0.0174594,0.205,0.00012,0.02288,0.0115,2.62811375,0,39.91413889,19.39515278,389,Transit,Kepler-621,0.72,0.68,4521,2016,0
Kepler-412 b,b,0.940391,1.325,0.043,0.043,0.043,1.720861232,0.0038,43.68096111,19.07402222,1056,Transit,Kepler-412,1.167,1.287,5750,2011,0
WASP-12 b,b,1.36063,1.79,0.09,0.09,0.09,1.09142245,0.049,29.67227778,6.509109444,,Transit,WASP-12,1.28,1.63,6300,2009,0
HD 170469 b,b,0.668676,,,,,1145,0.11,11.69554444,18.48639167,62.7353,RV,HD 170469,1.136,1.22117,5810,2007,0
HD 88133 b,b,0.296108,,,,,3.41587,0.133,18.18751111,10.1688,81.4332,RV,HD 88133,1.18,1.94267,5438,2005,0
HD 196885 b,b,2.9439,,,,,1333,0.48,11.24944722,20.66440278,33.5233,RV,HD 196885,1.23,1.29927,6254,2008,0
