NAME,COMP,MASS,R,RUPPER,RLOWER,UR,PER,ECC,DEC,RA,DIST,PLANETDISCMETH,STAR,MSTAR,RSTAR,TEFF,DATE,MULT
,,mjupiter,rjupiter,rjupiter,rjupiter,rjupiter,day,,deg,hr,pc,,,msun,rsun,k,,
Kepler-140 c,c,0.0132614,0.160585,0.0312249,0.0312249,0.0312249,91.353282,,46.76821944,19.15796944,,Transit,Kepler-140,,1.288,6077,2014,1
Kepler-23 d,d,0.0165098,0.196271,0.00802926,0.00802926,0.00802926,15.274299,,49.47921944,19.6146,,Transit,Kepler-23,,1.548,5828,2014,1
Kepler-89 c,c,0.0295756,0.3937,0.0374,0.0374,0.0374,10.423648,0.43,41.89111111,19.82220389,,Transit,Kepler-89,1.277,1.52,6182,2013,1
Kepler-84 b,b,0.0172355,0.203,0.009,0.009,0.009,8.726,,40.49605556,19.88346972,,Transit,Kepler-84,1,1.43,5755,2012,1
Kepler-292 f,f,0.0179955,0.209653,0.0196271,0.0196271,0.0196271,20.834237,,42.42428056,19.71773889,,Transit,Kepler-292,,0.826,5299,2014,1
Kepler-20 e,e,0.00175601,0.0773688,0.00659595,0.00855691,0.00757643,6.098493,0,42.33869444,19.17986778,290,Transit,Kepler-20,0.912,0.944,5466,2011,1
Kepler-296 d,d,0.0172808,0.203408,0.0276563,0.0276563,0.0276563,19.850242,,49.43733056,19.10266944,,Transit,Kepler-296,,0.557,4249,2014,1
Kepler-62 d,d,0,0.173812,0.00623942,0.00623942,0.00623942,18.16406,0.0948683,45.34986111,18.88084972,368,Transit,Kepler-62,0.69,0.64,4925,2011,1
Kepler-89 e,e,0.0409024,0.5978,0.0565,0.0565,0.0565,54.32031,0.019,41.89111111,19.82220389,,Transit,Kepler-89,1.277,1.52,6182,2013,1
Kepler-722 b,b,0.0213319,0.235,0.00065,0.08835,0.0445,4.09357325,0,44.55644444,19.35088611,1375,Transit,Kepler-722,1.03,1.05,5863,2016,1
Kepler-1336 c,c,0.0126737,0.153,0.00043,0.05457,0.0275,5.77721211,0,46.89986111,19.75184722,822,Transit,Kepler-1336,0.94,1.3,5512,2016,1
Kepler-298 d,d,0.0196646,0.223035,0.0178428,0.0178428,0.0178428,77.473633,,48.82536111,18.86931944,,Transit,Kepler-298,,0.582,4465,2014,1
Kepler-269 b,b,0.019315,0.220359,0.102596,0.102596,0.102596,5.326718,,41.77596944,19.34768056,,Transit,Kepler-269,,0.959,5847,2014,1
Kepler-248 b,b,0.0272098,0.269426,0.0321171,0.0321171,0.0321171,6.308205,,43.58136111,19.53743056,,Transit,Kepler-248,,0.831,5190,2014,1
HD 181433 c,c,0.640416,,,,,962,0.28,-66.46937222,19.41941667,26.7594,RV,HD 181433,0.78,1.00831,4962,2009,1
Kepler-454 b,b,0.0215859,0.21,0.012,0.012,0.012,10.57,0,38.22884444,19.16523472,,Transit,Kepler-454,1.028,1.066,5701,2016,1
BD -08 2823 b,b,0.045941,,,,,5.6,0.15,-9.516741667,10.01331667,42.4989,RV,BD -08 2823,0.74,1.27853,4746,2010,1
Kepler-160 b,b,0.0115417,0.13739,0.0678027,0.0678027,0.0678027,4.309427,,42.86928056,19.1849,,Transit,Kepler-160,,0.884,5857,2014,1
Kepler-369 c,c,0.00960182,0.125792,0.00535284,0.00535284,0.00535284,14.871572,,47.90846111,19.57828056,,Transit,Kepler-369,,0.471,3591,2014,1
Kepler-142 d,d,0.0161415,0.192702,0.0419306,0.0419306,0.0419306,41.809118,,48.48128056,19.67458889,,Transit,Kepler-142,,1.269,5790,2014,1
Kepler-398 b,b,0.00225059,0.082969,0.0089214,0.0089214,0.0089214,4.081423,,40.34385,19.43123889,,Transit,Kepler-398,,0.613,4493,2014,1
Kepler-299 d,d,0.0136944,0.165938,0.0339013,0.0339013,0.0339013,15.054786,,48.5805,18.88046111,,Transit,Kepler-299,,1.032,5617,2014,1
Kepler-142 c,c,0.0245625,0.255152,0.0490677,0.0490677,0.0490677,4.761702,,48.48128056,19.67458889,,Transit,Kepler-142,,1.269,5790,2014,1
Kepler-401 d,d,0.0172355,0.203,0.00078,0.05822,0.0295,184.256405,0,50.86347222,19.33885,0,Transit,Kepler-401,0,1.33,6117,2016,1
Kepler-181 c,c,0.014692,0.177536,0.0874297,0.0874297,0.0874297,4.302149,,50.09581111,19.74343056,,Transit,Kepler-181,,0.749,5333,2014,1
XO-2S b,b,0.259,,,,,18.157,0.18,50.2175,7.802076945,,RV,XO-2S,0.982,1.02,5399,2014,1
Kepler-364 b,b,0.011604,0.138282,0.0330092,0.0330092,0.0330092,25.745718,,47.39868889,18.77133056,,Transit,Kepler-364,,1.284,6108,2014,1
Kepler-173 c,c,0.0188614,0.21679,0.107949,0.107949,0.107949,8.005777,,41.88411111,19.64311111,,Transit,Kepler-173,,0.949,6031,2014,1
Kepler-290 b,b,0.0169862,0.200732,0.108841,0.108841,0.108841,14.589347,,42.68155,19.094,,Transit,Kepler-290,,0.743,5147,2014,1
Kepler-223 c,c,0.0147725,0.178428,0.0776162,0.0776162,0.0776162,9.848183,,47.27948889,19.88788889,,Transit,Kepler-223,,1.017,5829,2014,1
Kepler-224 e,e,0.0145328,0.175752,0.0133821,0.0133821,0.0133821,18.643577,,47.3576,19.39561944,,Transit,Kepler-224,,0.676,5018,2014,1
Kepler-322 c,c,0.0123736,0.148987,0.0160585,0.0160585,0.0160585,4.337234,,44.29523889,18.75658889,,Transit,Kepler-322,,0.89,5388,2014,1
Kepler-163 c,c,0.0170837,0.201624,0.0838612,0.0838612,0.0838612,21.347262,,46.98733056,19.66685,,Transit,Kepler-163,,0.917,5776,2014,1
Kepler-169 f,f,0.0206381,0.230172,0.0214114,0.0214114,0.0214114,87.090195,,40.91931944,19.06666111,,Transit,Kepler-169,,0.763,4997,2014,1
Kepler-283 b,b,0.0158724,0.190026,0.0231956,0.0231956,0.0231956,11.008151,,47.839,19.57425,,Transit,Kepler-283,,0.566,4351,2014,1
Kepler-214 b,b,0.0210192,0.232849,0.0437149,0.0437149,0.0437149,15.660544,,44.95603056,18.98366111,,Transit,Kepler-214,,1.352,6169,2014,1
Kepler-314 b,b,0.00150361,0.0740476,0.0107057,0.0107057,0.0107057,2.461069,,42.07558056,19.64493889,,Transit,Kepler-314,,0.95,5378,2014,1
Kepler-188 c,c,0.0303861,0.284593,0.12936,0.12936,0.12936,5.996553,,44.31553056,18.75198056,,Transit,Kepler-188,,1.141,6021,2014,1
Kepler-233 b,b,0.0188614,0.21679,0.0588813,0.0588813,0.0588813,8.472382,,51.31951944,19.75776944,,Transit,Kepler-233,,0.758,5360,2014,1
Kepler-1530 c,c,0.0122275,0.147,0.0013,0.0297,0.0155,5.3227406,0,48.16516667,19.21083333,552,Transit,Kepler-1530,0.92,0.88,5477,2016,1
Kepler-118 b,b,0.014454,0.174859,0.0838612,0.0838612,0.0838612,7.518496,,41.42483056,19.94753889,,Transit,Kepler-118,,1.094,5274,2014,1
Kepler-110 b,b,0.013476,0.163262,0.0321171,0.0321171,0.0321171,12.691112,,48.60281111,19.52861111,,Transit,Kepler-110,,1.149,5960,2014,1
Kepler-195 b,b,0.0150172,0.181104,0.0660184,0.0660184,0.0660184,8.307872,,47.96666944,19.20806111,,Transit,Kepler-195,,0.775,5329,2014,1
Kepler-50 c,c,0.0234642,0.248685,,,,9.3761368,,50.03372222,19.20672694,,Transit,Kepler-50,1.23,1.88,6058,2012,1
Kepler-1464 b,b,0.0123008,0.148,0.00063,0.03937,0.02,31.7785901,0,38.75416667,19.14904444,692,Transit,Kepler-1464,1.02,1.01,5828,2016,1
Kepler-359 b,b,0.0380002,0.314926,0.146311,0.146311,0.146311,25.563222,,42.19635,19.55291111,,Transit,Kepler-359,,1.086,6248,2014,1
TRAPPIST-1 b,b,0.00461509,0.101541,0.004014,0.004014,0.004014,1.510848,0,-49.07509444,23.10813417,12.1095,Transit,TRAPPIST-1,0.08,0.117,2550,2016,1
Kepler-359 d,d,0.0520795,0.357748,0.170399,0.170399,0.170399,77.095691,,42.19635,19.55291111,,Transit,Kepler-359,,1.086,6248,2014,1
Kepler-115 b,b,0.00396389,0.0972433,0.0187349,0.0187349,0.0187349,2.403679,,45.26191944,19.84746111,,Transit,Kepler-115,,1.205,5979,2014,1
HD 37124 c,c,0.648109,,,,,885.5,0.125,20.73180833,5.617372222,33.67,RV,HD 37124,0.85,0.772275,5500.24,2003,1
HD 217107 c,c,2.61546,,,,,4270,0.517222,-2.395347222,22.97098333,19.857,RV,HD 217107,1.108,1.5,5704.36,2005,1
HD 74156 b,b,1.77342,,,,,51.638,0.63,4.578586111,8.706975,64.433,RV,HD 74156,1.238,1.345,6067.98,2004,1
Kepler-180 b,b,0.0117855,0.133821,0.0597734,0.0597734,0.0597734,13.817124,,49.77458056,19.70476111,,Transit,Kepler-180,,1.063,5731,2014,1
Kepler-310 b,b,0.00538981,0.106165,0.0499599,0.0499599,0.0499599,13.930698,,46.98673889,19.25596111,,Transit,Kepler-310,,0.876,5797,2014,1
Kepler-222 c,c,0.0710944,0.413953,0.184673,0.184673,0.184673,10.08881,,46.93776944,19.19373889,,Transit,Kepler-222,,0.869,5433,2014,1
Kepler-1154 c,c,0.0181548,0.211,0.00074,0.12826,0.0645,8.45808312,0,39.87725,19.83180833,1531,Transit,Kepler-1154,1.26,1.43,6327,2016,1
Kepler-84 c,c,0.096,0.215,0.01,0.01,0.01,12.883,,40.49605556,19.88346972,,Transit,Kepler-84,1,1.43,5755,2012,1
Kepler-58 d,d,0.0258466,0.262289,0.1249,0.1249,0.1249,40.101371,,39.11518889,19.75723889,,Transit,Kepler-58,,1.127,6099,2014,1
Kepler-357 b,b,0.0135483,0.164154,0.0963511,0.0963511,0.0963511,6.475434,,44.00871944,19.41621111,,Transit,Kepler-357,,0.834,5036,2014,1
Kepler-406 c,c,0.00857506,0.0758319,0.00267642,0.00267642,0.00267642,4.62332,0,44.96822222,19.45653639,,Transit,Kepler-406,1.07,1.07,5538,2014,1
HD 155358 c,c,0.807031,,,,,391.9,0.16,33.35638056,17.15965833,44.1112,RV,HD 155358,0.87,1.49875,5760,2007,1
