STAR,MSINI,MSTAR,HIPP,V,VURL,VREF,TEFF,LOGG,DIST,BMV,J,H,VSINI,RHK,MASSREF,MASSURL,KS,SPECREF,SPECURL,BINARYREF,BINARYURL,NAME,OTHERNAME,COMP,HD,HR,SAO,GL,BINARY,BINARYURL,BINARYREF,RA,DEC,RA_STRING,DEC_STRING,KEPID,KOI,KDE,EOD,MICROLENSING,IMAGING,TIMING,ASTROMETRY,PAR,GAMMA,PER,ECC,OM,K,T0,DVDT,I,A,MASS,SEP,TREND,LAMBDA,BIGOM,DEPTH,T14,TT,R,AR,B,DENSITY,GRAVITY,TRANSIT,TRANSITURL,TRANSITREF,DR,RR,SE,SEURL,SEREF,SEDEPTHJ,SEDEPTHH,SEDEPTHKS,SEDEPTHKP,SEDEPTH36,SEDEPTH45,SEDEPTH58,SEDEPTH80,RMS,CHI2,NOBS,NCOMP,MULT,PLANETDISCMETH,STARDISCMETH,DATE,FIRSTREF,FIRSTURL,ORBREF,ORBURL,RSTAR,RHOSTAR,FE,SHK,KP,JSNAME,EPEURL,ETDNAME,ETDURL,SIMBADNAME,SIMBADURL,EANAME,EAURL
,mjupiter,msun,,,,,k,,pc,,,,km/s,,,,,,,,,,,,,,,,,,,hr,deg,,,,,,,,,,,marcsec,km/s,day,,deg,m/s,jd,m/s/day,deg,au,mjupiter,au,,deg,deg,,day,,rjupiter,,,g/cm^3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rsun,g/cm^3,,,,,,,,,,,
XO-4,1.60219,1.32,,10.78,,,,,293,0.35,9.667,9.476,8.9,,Calculated from MSINI and I,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,9.406,Narita 2010,http://adsabs.harvard.edu/abs/2010PASJ...62L..61N,,,XO-4 b,2MASS J07213317+5816051,b,,,,,0,,,7.359212777879502,58.26805555555556,07:21:33.166,+58:16:05.0,,,0,1,0,0,0,0,3.41297,1.61979,4.1250828,0,90,168.6,2454485.933323,,88.8,0.05524,1.60254,0.05524,0,-46.7,,0.00776,,2454485.933323,1.33,7.68,,0.903229,3.35405,1,http://adsabs.harvard.edu/abs/2010PASJ...62L..61N,Narita 2010,,,1,,,,,,,0.00056,0.00135,,,11.5,31.63,,1,0,Transit,Transit,2008,McCullough 2008,http://adsabs.harvard.edu/abs/2008arXiv0805.2921M,Narita 2010,http://adsabs.harvard.edu/abs/2010PASJ...62L..61N,,,,,,XO-4,http://exoplanet.eu/star.php?st=XO-4,XO-4 b,http://var2.astro.cz/ETD/etd.php?STARNAME=XO-4&PLANET=b,XO-4,http://simbad.harvard.edu/simbad/sim-id?Ident=XO-4,XO-4 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=XO-4+b&type=PLANET+HOST
WASP-48,0.969551,1.19,,11.66,http://adsabs.harvard.edu/abs/2011AJ....142...86E,Enoch 2011,5920,4.03,,0.660001,10.627,10.44,2.4,,Calculated from MSINI and I,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,10.372,Enoch 2011,http://adsabs.harvard.edu/abs/2011AJ....142...86E,,,WASP-48 b,2MASS J19243895+5528233,b,,,,,0,,,19.41082888921102,55.47313888867696,19:24:38.984,+55:28:23.3,,,0,1,0,0,0,0,,,2.143634,0,90,136.02,2455364.55043,,80.09,0.034488,0.984236,0.034488,0,,,0.0096,0.1327,2455364.55043,1.67,4.2473,0.73,0.2793,2.9446,1,http://adsabs.harvard.edu/abs/2011AJ....142...86E,Enoch 2011,,,1,,,,0.00047,0.00109,,0.00176,0.00214,,,,,14,1,0,Transit,Transit,2011,Enoch 2011,http://adsabs.harvard.edu/abs/2011AJ....142...86E,Enoch 2011,http://adsabs.harvard.edu/abs/2011AJ....142...86E,1.75,0.22,-0.12,,,WASP-48,http://exoplanet.eu/star.php?st=WASP-48,WASP-48 b,http://var2.astro.cz/ETD/etd.php?STARNAME=WASP-48&PLANET=b,WASP-48,http://simbad.harvard.edu/simbad/sim-id?Ident=WASP-48,WASP-48 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=WASP-48+b&type=PLANET+HOST
Kepler-566,,0.83,,,,,5132,4.57,628,,13.508,13.089,,,estimated from radius; see EOD documentation,,12.929,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-566 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.43696666664547,47.81447222179836,19:26:13.08,+47:48:52.1,,476.01,1,1,0,0,0,0,1.59236,,18.42794624,0,90,,,,,0.128317,0.0160703,0.128317,0,,,0.000605652,0.119592,2455011.44,0.192,35.0057,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.02461,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.79,,-0.01,,14.958,,,,,,,Kepler-566 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-566+b&type=PLANET+HOST
HD 37124,0.674371,0.85,26381,7.68,,,5500.24,4.59917,33.67,0.667,6.358,6.02,1.21771,-4.9003,Set to MSINI; I unknown,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,5.951,Valenti 2005,http://adsabs.harvard.edu/abs/2005ApJS..159..141V,,,HD 37124 b,,b,37124,,77323,209,0,,,5.617372222211626,20.73180833286709,05:37:02.54,+20:43:54.51,,,0,1,0,0,0,0,29.7,-23.054,154.378,0.054,130,28.5,2450305,,,0.533637,0.674371,0.533637,0,,,,,,,148.921,,,0,0,,,,,0,,,,,,,,,,,4.03,0.8,66,3,1,RV,RV,2000,Vogt 2000,http://adsabs.harvard.edu/abs/2000ApJ...536..902V,Wright 2011,http://adsabs.harvard.edu/abs/2011ApJ...730...93W,0.772275,,-0.441617,,,HD 37124,http://exoplanet.eu/star.php?st=HD+37124,,,HD 37124,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+37124,HD 37124 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HD+37124+b&type=PLANET+HOST
Kepler-89,0.0287326,1.277,,,,,6182,4.181,,,11.218,10.957,7.3,,Calculated from MSINI and I,,10.926,,,Weiss 2013,http://adsabs.harvard.edu/abs/2013ApJ...768...14W,Kepler-89 b,KOI-94 b,b,,,,,0,http://adsabs.harvard.edu/abs/2013ApJ...768...14W,Weiss 2013,19.82220388889313,41.89111111111111,19:49:19.934,+41:53:28.0,,94,1,1,0,0,0,0,,,3.743208,0.25,,3.3,,,89.3,0.0511881,0.0287348,0.0511881,0,,,,,,0.1558,7.25784,0.088,10.1,,1,http://adsabs.harvard.edu/abs/2013ApJ...768...14W,Weiss 2013,,0.01031,0,,Predicted,,,,,,,,,,,,4,1,Transit,Transit,2013,Weiss 2013,http://adsabs.harvard.edu/abs/2013ApJ...768...14W,Weiss 2013,http://adsabs.harvard.edu/abs/2013ApJ...768...14W,1.52,,0.0228,,12.2,Kepler-89 b,http://exoplanet.eu/star.php?st=Kepler-89+b,,,2MASS J19491993+4153280,http://simbad.harvard.edu/simbad/sim-id?Ident=2MASS+J19491993%2B4153280,,
WASP-32,3.441,1.07,,11.3,,,6140,4.4,,0.8,10.503,10.248,3.9,,Calculated from MSINI and I,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,10.161,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,,,WASP-32 b,2MASS J00155080+0112016,b,,,,,0,,,0.2641238890753852,1.200194444441133,00:15:50.846,+01:12:00.7,,,0,1,0,0,0,0,,,2.718661,0,90,478,2455681.1945,,85.1,0.0390315,3.45362,0.0390315,0,-2,,0.0108,0.099,2455681.1945,1.1,7.71739,0.66,3.44064,3.84985,1,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,Brown 2012,,,0,,,,,,,,,,,,,51,1,0,Transit,Transit,2010,Maxted 2010,http://adsabs.harvard.edu/abs/2010PASP..122.1465M,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,1.09,1.1827,-0.13,,,WASP-32,http://exoplanet.eu/star.php?st=WASP-32,WASP-32 b,http://var2.astro.cz/ETD/etd.php?STARNAME=WASP-32&PLANET=b,TYC 2-1155-1,http://simbad.harvard.edu/simbad/sim-id?Ident=TYC+2-1155-1,WASP-32 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=WASP-32+b&type=PLANET+HOST
Kepler-265,,,,,,,5835,4.326,,,14.252,13.94,,,estimated from radius; see EOD documentation,,13.9,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-265 b,KOI-1052,b,,,,,0,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,19.36736111111111,41.24481944402059,19:22:02.50,+41:14:41.35,,1052.02,1,1,0,0,0,0,,,6.846262,,90,,2454965.17037,,,0.0705628,0.0136944,0.0705628,0,,,,0.149583,2454965.17037,0.165938,13.7874,0.64,,,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,,,0,,Predicted,,,,,,,,,,,,4,1,Transit,Transit,2014,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1.103,,,,,Kepler-265,http://exoplanet.eu/star.php?st=Kepler-265,,,Kepler-265,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-265,Kepler-265 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-265+b&type=PLANET+HOST
OGLE-TR-211,0.753425,1.33,,,,,6325,4.22,,,,13.42,0,,Calculated from MSINI and I,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,13.38,Udalski 2008,http://adsabs.harvard.edu/abs/2008A%26A...482..299U,,,OGLE-TR-211 b,2MASS J10401438-6227201,b,,,,,0,,,10.67066388898426,-62.45561111132304,10:40:14.390,-62:27:20.2,,,0,1,0,0,0,0,,,3.67724,0,90,82,2453428.334,,84.2182,0.0512842,0.757277,0.0512842,0,,,0.007225,0.147989,2453428.334,1.36,6.7394,0.68,0.661909,3.01058,1,http://adsabs.harvard.edu/abs/2008A%26A...482..299U,Udalski 2008,,,0,,,,,,,,,,,48,,,1,0,Transit,Transit,2008,Udalski 2008,http://adsabs.harvard.edu/abs/2008A%26A...482..299U,Udalski 2008,http://adsabs.harvard.edu/abs/2008A%26A...482..299U,1.64,,0.11,,,OGLE-TR-211,http://exoplanet.eu/star.php?st=OGLE-TR-211,OGLE-TR-211 b,http://var2.astro.cz/ETD/etd.php?STARNAME=OGLE-TR-211&PLANET=b,2MASS J10401438-6227201,http://simbad.harvard.edu/simbad/sim-id?Ident=2MASS+J10401438-6227201,OGLE-TR-211 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=OGLE-TR-211+b&type=PLANET+HOST
gamma Cep,1.51728,1.26,116727,3.21,,,4764,3.1,14.1024,1.031,1.661,1.189,1.5,,Set to MSINI; I unknown,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,1.038,Mortier 2013,http://adsabs.harvard.edu/abs/2013arXiv1307.7870M,Hatzes 2003,http://adsabs.harvard.edu/abs/2003ApJ...599.1383H,gamma Cep b,,b,222404,8974,10818,,1,http://adsabs.harvard.edu/abs/2003ApJ...599.1383H,Hatzes 2003,23.65582777765062,77.63196666717529,23:39:20.98,+77:37:55.08,,,0,1,0,0,0,0,70.91,-44.0356,905.574,0.12,49.6,27.5,2453121.925,,,1.9793,1.51728,1.9793,0,,,,,,,85.1445,,,0,0,,,,,0,,,,,,,,,,,15,1.47,131,1,0,RV,RV,1988,Campbell 1988,http://adsabs.harvard.edu/abs/1988ApJ...331..902C,Hatzes 2003,http://adsabs.harvard.edu/abs/2003ApJ...599.1383H,5.01,,0.13,,,gamma Cephei,http://exoplanet.eu/star.php?st=gamma+Cephei,,,gamma Cep,http://simbad.harvard.edu/simbad/sim-id?Ident=gamma+Cep,gamma Cep b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=gamma+Cep+b&type=PLANET+HOST
Kepler-325,,,,,,,5752,4.411,,,13.81,13.4,,,estimated from radius; see EOD documentation,,13.35,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-325 b,KOI-1832,b,,,,,0,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,19.32236111111111,49.82563055568271,19:19:20.50,+49:49:32.27,,1832.01,1,1,0,0,0,0,,,4.544439,,90,,2454967.9001,,,0.0536941,0.0253561,0.0536941,0,,,,0.0731667,2454967.9001,0.259613,11.5374,0.18,,,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,,,0,,Predicted,,,,,,,,,,,,3,1,Transit,Transit,2014,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1.003,,,,,Kepler-325,http://exoplanet.eu/star.php?st=Kepler-325,,,Kepler-325,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-325,Kepler-325 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-325+b&type=PLANET+HOST
Kepler-256,,,,,,,5551,4.223,,,13.824,13.496,,,estimated from radius; see EOD documentation,,13.42,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-256 b,KOI-939,b,,,,,0,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,19.50536111089918,46.09738888846503,19:30:19.30,+46:05:50.60,,939.03,1,1,0,0,0,0,,,1.620493,,90,,2454965.06776,,,0.0270005,0.011856,0.0270005,0,,,,0.093375,2454965.06776,0.14185,4.47276,0.07,,,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,,,0,,Predicted,,,,,,,,,,,,4,1,Transit,Transit,2014,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1.301,,,,,Kepler-256,http://exoplanet.eu/star.php?st=Kepler-256,,,Kepler-256,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-256,Kepler-256 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-256+b&type=PLANET+HOST
Kepler-1182,,1.04,,,,,5924,4.41,1258,,14.11,13.77,,,estimated from radius; see EOD documentation,,13.67,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-1182 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.7538638888465,43.82136111100515,19:45:13.91,+43:49:16.9,,2304.01,1,1,0,0,0,0,0.794913,,11.17394617,0,90,,,,,0.0991034,0.0186391,0.0991034,0,,,0.000422714,0.14254,2454967.704,0.215,20.3414,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.02056,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,1.05,,0.01,,15.356,,,,,,,Kepler-1182 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1182+b&type=PLANET+HOST
Kepler-617,,0.51,,,,,3712,4.77,150,,12.437,11.802,,,estimated from radius; see EOD documentation,,11.573,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-617 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,18.91604722234938,47.51630555576748,18:54:57.77,+47:30:58.7,,596.01,1,1,0,0,0,0,6.66667,,1.68269615,0,90,,,,,0.0221208,0.00774372,0.0221208,0,,,0.000613058,0.0575,2455003.453,0.118,9.9321,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.02476,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.48,,-0.07,,14.818,,,,,,,Kepler-617 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-617+b&type=PLANET+HOST
Kepler-1035,,0.98,,,,,5763,4.45,408,,11.817,11.459,,,estimated from radius; see EOD documentation,,11.416,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Furlan 2017,http://adsabs.harvard.edu/abs/2017AJ....153...71F,Kepler-1035 b,,b,,,,,1,http://adsabs.harvard.edu/abs/2017AJ....153...71F,Furlan 2017,19.26948055558734,42.8825,19:16:10.13,+42:52:57.0,,1979.01,1,1,0,0,0,0,2.45098,,2.71407755,0,90,,,,,0.0378236,0.00501732,0.0378236,0,,,0.000126113,0.052575,2454966.712,0.104,8.40376,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01123,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.97,,-0.03,,12.987,,,,,,,Kepler-1035 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1035+b&type=PLANET+HOST
GJ 86,4.00104,0.796,10138,6.12,,,5150.54,4.59375,10.7828,0.812,4.785,4.245,2.36871,-4.7456,Set to MSINI; I unknown,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,4.125,Valenti 2005,http://adsabs.harvard.edu/abs/2005ApJS..159..141V,Queloz 2000,http://adsabs.harvard.edu/abs/2000A%26A...354...99Q,GJ 86 b,HD 13445,b,13445,637,232658,86,1,http://adsabs.harvard.edu/abs/2000A%26A...354...99Q,Queloz 2000,2.173333333333333,-50.82531388865577,02:10:24.00,-50:49:31.13,,,0,1,0,0,0,0,92.74,,15.76491,0.0416,269,376.7,2451903.36,-0.259827,,0.114217,4.00104,0.114217,1,,,,,,,32.8972,,,0,0,,,,,0,,,,,,,,,,,12,4.41,42,1,0,RV,RV,2000,Queloz 2000,http://adsabs.harvard.edu/abs/2000A%26A...354...99Q,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,0.748264,,-0.267896,0.251,,Gl 86,http://exoplanet.eu/star.php?st=Gl+86,,,GJ 86,http://simbad.harvard.edu/simbad/sim-id?Ident=GJ+86,GJ 86 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=GJ+86+b&type=PLANET+HOST
Kepler-470,,1.4,,,,,6613,4.14,989,,12.269,12.042,,,estimated from radius; see EOD documentation,,12.034,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-470 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.80063055555026,50.37230555534363,19:48:02.27,+50:22:20.3,,129.01,1,1,0,0,0,0,1.01112,,24.66919569,0,90,,,,,0.185532,1,0.185532,0,,,0.0063904,0.288271,2454965.864,1.288,24.0876,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.07994,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,1.66,,0.04,,13.224,,,,,,,Kepler-470 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-470+b&type=PLANET+HOST
Kepler-1637,,1.02,,,,,5789,4.43,506,,12.142,11.852,,,estimated from radius; see EOD documentation,,11.778,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-1637 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,18.81578888893128,48.15430555555555,18:48:56.84,+48:09:15.5,,5827.01,1,1,0,0,0,0,1.97628,,6.10960324,0,90,,,,,0.0658388,0.00189081,0.0658388,0,,,0.0000580644,0.23271,2454966.81,0.079,13.9112,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.00762,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,1.02,,0.07,,13.328,,,,,,,Kepler-1637 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1637+b&type=PLANET+HOST
Kepler-1346,,1.14,,,,,6133,4.33,1123,,13.392,13.093,,,estimated from radius; see EOD documentation,,13.107,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-1346 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.45608611106872,45.17916666666667,19:27:21.91,+45:10:45.0,,2789.01,1,1,0,0,0,0,0.890472,,3.40165668,0,90,,,,,0.0462418,0.0117956,0.0462418,0,,,0.000145203,0.074767,2454965.061,0.141,8.23629,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01205,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,1.21,,0.04,,14.497,,,,,,,Kepler-1346 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1346+b&type=PLANET+HOST
HD 8574,1.80603,1.122,6643,7.12,,,6049.74,4.20473,44.5633,0.577,6.048,5.823,4.52072,-5.08853,Set to MSINI; I unknown,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,5.783,Valenti 2005,http://adsabs.harvard.edu/abs/2005ApJS..159..141V,,,HD 8574 b,,b,8574,,74702,,0,,,1.420097222328186,28.56707777778308,01:25:12.35,+28:34:01.48,,,0,1,0,0,0,0,22.44,19.041,227,0.297,26.6,58.3,2453981,,,0.757141,1.80603,0.757141,0,,,,,,,114.699,,,0,0,,,,,0,,,,,,,,,,,14.2,2.21,128,1,0,RV,RV,2003,Perrier 2003,http://adsabs.harvard.edu/abs/2003A%26A...410.1039P,Wittenmyer 2009,http://adsabs.harvard.edu/abs/2009ApJS..182...97W,1.42266,,-0.00891622,0.144286,,HD 8574,http://exoplanet.eu/star.php?st=HD+8574,,,HD 8574,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+8574,HD 8574 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HD+8574+b&type=PLANET+HOST
MOA-2007-BLG-192L,,0.084,,,,,,,660,,,,,,Kubas 2012,Kubas 2012,,,,Kubas 2012,http://adsabs.harvard.edu/abs/2012A%26A...540A..78K,MOA-2007-BLG-192L b,,b,,,,,0,http://adsabs.harvard.edu/abs/2012A%26A...540A..78K,Kubas 2012,18.13438833336035,-27.15005555555638,18:08:03.798,-27:09:00.2,,,0,0,1,0,0,0,1.42857,,,,,,,,,,0.01,,0,,,,,,,,,,,0,,,,,0,,Predicted,,,,,,,,,,,,1,0,Microlensing,Microlensing,2008,Bennett 2008,http://adsabs.harvard.edu/abs/2008AAS...212.1012B,Kubas 2012,http://adsabs.harvard.edu/abs/2012A%26A...540A..78K,,,,,,,,,,MOA-2007-BLG-192-L,http://simbad.harvard.edu/simbad/sim-id?Ident=MOA-2007-BLG-192-L,,
Kepler-250,,,,,,,5160,4.565,,,14,13.5,,,estimated from radius; see EOD documentation,,13.48,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-250 b,KOI-906,b,,,,,0,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,19.30631944444444,44.14195000012715,19:18:22.75,+44:08:31.02,,906.03,1,1,0,0,0,0,,,4.148141,,90,,2454966.39095,,,0.0505253,0.00450004,0.0505253,0,,,,0.100125,2454966.39095,0.100812,13.5268,0.75,,,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,,,0,,Predicted,,,,,,,,,,,,3,1,Transit,Transit,2014,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.805,,,,,Kepler-250,http://exoplanet.eu/star.php?st=Kepler-250,,,Kepler-250,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-250,Kepler-250 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-250+b&type=PLANET+HOST
HD 82886,1.30477,1.06,47087,7.78,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,5112,3.4,125,0.864,5.995,5.563,0.43,,Set to MSINI; I unknown,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,5.452,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,HD 82886 b,2MASS J09354518+3446506,b,82886,,61587,,0,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,9.59588055504693,34.78082777765062,09:35:45.17,+34:46:50.98,,,0,1,0,0,0,0,8,12.5544,705,0.066,347,28.7,2455200,0.0205479,,1.58126,1.30477,1.58126,1,,,,,,,88.8202,,,,0,,,,,0,,,,,,,,,,,7.7,,28,1,0,RV,RV,2011,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,3.83685,,-0.31,0.135,,HD 82886,http://exoplanet.eu/star.php?st=HD+82886,,,HD 82886,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+82886,HD 82886 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HD+82886+b&type=PLANET+HOST
